Feature_1,Feature_2,Feature_3,Target
0.5137859509122088,0.5150476863060479,3.852731490654721,1
0.570890510693167,1.135565640180599,0.9540017634932023,0
0.651391251305798,-0.3152692446403456,0.7589692204932674,1
-0.7728252145375718,-0.23681860674000887,-0.48536354782910346,1
0.08187413938632256,2.3146585666735087,-1.867265192591748,0
0.6862601903745135,-1.6127158711896517,-0.47193186578943347,1
1.088950596967366,0.06428001909546277,-1.0777447779293061,1
-0.7153037092599682,0.6795977489346758,-0.7303666317171367,0
0.21645858958197486,0.045571839903813784,-0.6516003476058171,1
2.1439440893253257,0.6339190223180112,-2.025142586657607,1
0.18645431476942764,-0.661786464768388,0.852433334796224,1
-0.7925207384327007,-0.11473644146689901,0.5049872789804571,0
0.8657551941701215,-1.2002964070557762,-0.3345012358409484,1
-0.4749453111609562,-0.6533292325737119,1.7654542402810969,1
0.40498171096095553,-1.2608839543350452,0.9178619470547761,1
2.1221561970126332,1.0324652605511468,-1.5193699659540134,1
-0.48423407286625136,1.2669111491866227,-0.7076694656187807,0
0.44381942814622843,0.7746340534293368,-0.926930471578083,0
-0.05952535606180008,-3.2412673400690726,-1.0243876413342898,1
-0.2525681513931603,-1.2477831819648495,1.6324113039316352,1
-1.4301413779606327,-0.44004448669698376,0.13074057728609134,0
1.4412732890661155,-1.4358621511794394,1.1631637521549596,1
0.010233061019587049,-0.9815086510479509,0.46210347426327075,1
0.19905969557347003,-0.6002168771587947,0.06980208499001891,1
-0.3853135968617602,0.11351734525124804,0.6621306745210467,1
1.586016816145352,-1.237815498826849,2.1330333746562666,1
-1.9520877995225019,-0.15178509503558332,0.5883172064845765,0
0.28099186773503265,-0.6226995198205938,-0.20812225035727522,1
-0.4930009346588328,-0.5893647569442115,0.8496020970210246,1
0.35701548596504734,-0.6929095952606542,0.8995998754332507,1
0.30729952087660933,0.8128621188389601,0.6296288419236122,1
